

   NODE        X                   Y                   Z
        1    0.00000000000         0.00000000000         0.00000000000     
        2   0.250000000000         0.00000000000         0.00000000000     
        3   0.500000000000         0.00000000000         0.00000000000     
        4   0.750000000000         0.00000000000         0.00000000000     
        5    1.00000000000         0.00000000000         0.00000000000     
        6    1.25000000000         0.00000000000         0.00000000000     
        7    1.50000000000         0.00000000000         0.00000000000     
        8    1.75000000000         0.00000000000         0.00000000000     
        9    2.00000000000         0.00000000000         0.00000000000     
       10    2.25000000000         0.00000000000         0.00000000000     
       11    2.50000000000         0.00000000000         0.00000000000     
       12    2.75000000000         0.00000000000         0.00000000000     
       13    3.00000000000         0.00000000000         0.00000000000     
       14    3.25000000000         0.00000000000         0.00000000000     
       15    3.50000000000         0.00000000000         0.00000000000     
       16    3.75000000000         0.00000000000         0.00000000000     
       17    4.00000000000         0.00000000000         0.00000000000     
       18    0.00000000000        0.250000000000         0.00000000000     
       19   0.250000000000        0.250000000000         0.00000000000     
       20   0.500000000000        0.250000000000         0.00000000000     
       21   0.750000000000        0.250000000000         0.00000000000     
       22    1.00000000000        0.250000000000         0.00000000000     
       23    1.25000000000        0.250000000000         0.00000000000     
       24    1.50000000000        0.250000000000         0.00000000000     
       25    1.75000000000        0.250000000000         0.00000000000     
       26    2.00000000000        0.250000000000         0.00000000000     
       27    2.25000000000        0.250000000000         0.00000000000     
       28    2.50000000000        0.250000000000         0.00000000000     
       29    2.75000000000        0.250000000000         0.00000000000     
       30    3.00000000000        0.250000000000         0.00000000000     
       31    3.25000000000        0.250000000000         0.00000000000     
       32    3.50000000000        0.250000000000         0.00000000000     
       33    3.75000000000        0.250000000000         0.00000000000     
       34    4.00000000000        0.250000000000         0.00000000000     
       35    0.00000000000        0.250000000000        0.250000000000     
       36   0.250000000000        0.250000000000        0.250000000000     
       37   0.500000000000        0.250000000000        0.250000000000     
       38   0.750000000000        0.250000000000        0.250000000000     
       39    1.00000000000        0.250000000000        0.250000000000     
       40    1.25000000000        0.250000000000        0.250000000000     
       41    1.50000000000        0.250000000000        0.250000000000     
       42    1.75000000000        0.250000000000        0.250000000000     
       43    2.00000000000        0.250000000000        0.250000000000     
       44    2.25000000000        0.250000000000        0.250000000000     
       45    2.50000000000        0.250000000000        0.250000000000     
       46    2.75000000000        0.250000000000        0.250000000000     
       47    3.00000000000        0.250000000000        0.250000000000     
       48    3.25000000000        0.250000000000        0.250000000000     
       49    3.50000000000        0.250000000000        0.250000000000     
       50    3.75000000000        0.250000000000        0.250000000000     
       51    4.00000000000        0.250000000000        0.250000000000     
       52    0.00000000000         0.00000000000        0.250000000000     
       53   0.250000000000         0.00000000000        0.250000000000     
       54   0.500000000000         0.00000000000        0.250000000000     
       55   0.750000000000         0.00000000000        0.250000000000     
       56    1.00000000000         0.00000000000        0.250000000000     
       57    1.25000000000         0.00000000000        0.250000000000     
       58    1.50000000000         0.00000000000        0.250000000000     
       59    1.75000000000         0.00000000000        0.250000000000     
       60    2.00000000000         0.00000000000        0.250000000000     
       61    2.25000000000         0.00000000000        0.250000000000     
       62    2.50000000000         0.00000000000        0.250000000000     
       63    2.75000000000         0.00000000000        0.250000000000     
       64    3.00000000000         0.00000000000        0.250000000000     
       65    3.25000000000         0.00000000000        0.250000000000     
       66    3.50000000000         0.00000000000        0.250000000000     
       67    3.75000000000         0.00000000000        0.250000000000     
       68    4.00000000000         0.00000000000        0.250000000000     
