323,172
426,120
373,188
578,268
314,172
333,158
322,308
476,303
192,137
158,214
276,118
136,81
132,54
86,61
120,51
118,66
358,60
98,59
78,51
109,47
100,45
103,41
101,43
68,47
94,41
93,43
100,45
67,39
85,42
92,40
93,42
97,40
65,44
89,38
94,41
94,41
66,40
93,39
87,41
89,41
91,43
64,38
89,40
85,42
95,41
84,177
263,41
92,43
96,45
96,42
66,40
98,41
91,42
89,41
99,46
64,45
90,42
95,41
196,52
65,55
242,220
95,50
97,171
103,168
67,49
103,52
102,55
100,49
63,52
93,53
97,50
99,49
103,52
63,52
92,51
99,50
91,48
70,46
93,52
91,49
95,45
84,51
65,51
94,47
90,50
93,48
94,51
76,49
91,57
93,48
94,49
64,53
96,52
119,54
98,46
98,48
67,49
99,50
93,52
91,49
70,50
195,51
101,53
231,62
272,56
75,178
270,56
103,56
94,57
80,52
101,60
91,54
102,56
92,49
65,55
93,57
93,54
91,59
91,56
68,55
96,54
101,54
97,57
67,61
92,51
93,54
95,55
99,54
64,56
94,54
96,57
93,55
65,57
90,55
98,53
100,53
98,58
68,55
97,53
101,51
96,59
63,53
95,57
188,58
93,53
94,56
70,58
99,57
103,58
93,51
99,56
66,60
94,58
99,59
96,58
66,54
94,52
95,55
90,56
88,54
65,66
230,222
90,53
86,58
64,51
93,59
92,60
92,54
87,56
59,53
86,57
86,58
85,53
62,60
88,55
90,54
89,56
90,55
58,54
88,58
85,53
92,55
87,53
54,59
90,56
173,61
93,60
59,57
89,58
91,61
89,58
94,56
62,57
86,54
87,54
92,56
60,59
90,57
89,58
88,57
103,57
65,57
93,54
88,55
94,57
63,60
91,59
90,54
88,62
91,57
61,68
92,57
90,62
91,54
90,59
63,61
91,59
94,61
93,60
66,60
97,58
91,75
94,65
96,59
67,65
96,67
97,58
185,62
71,65
103,63
104,59
101,61
103,64
75,65
105,67
109,63
112,60
77,64
117,59
117,66
101,69
235,209
250,68
236,72
113,67
114,71
125,78
232,76
136,78
260,212
124,71
98,81
140,93
146,77
123,72
231,75
187,73
256,69
279,74
651,86
244,70
328,81
372,90
322,84
289,76
281,82
283,82
248,88
368,71
410,77
511,92
288,85
345,84
438,72
283,79
459,82
494,128
344,88
456,145
634,79
481,103
689,191
387,139
305,95
456,72
366,81
429,76
325,75
385,170
341,94
277,75
356,126
327,160
325,72
252,78
293,99
194,88
242,83
300,128
306,74
241,114
170,71
250,88
187,114
184,195
306,154
265,80
246,85
129,169
169,130
170,84
119,89
281,86
197,185
189,91
106,97
150,214
150,114
154,170
150,98
123,88
229,149
190,87
258,99
194,104
247,124
194,220
305,109
340,171
134,87
345,108
220,85
210,81
364,339
325,140
214,123
175,169
191,131
161,87
194,113
247,158
195,80
221,87
230,126
286,213
310,138
216,135
267,82
208,86
244,110
230,135
263,103
168,125
189,83
300,151
284,217
256,115
183,153
178,124
293,145
427,177
122,156
157,121
142,171
250,150
196,160
198,168
188,223
170,119
136,167
111,173
152,144
153,196
162,236
167,103
124,118
154,199
192,200
183,483
284,265
203,182
246,106
383,93
565,113
820,218
942,145
681,101
949,146
553,114
826,228
542,205
612,146
550,177
499,217
674,1281
2010,618
1485,208
2221,234
19113,213
57259,437
