193,1188
635,546
628,1341
509,743
183,802
511,886
786,983
2341,1390
1200,1105
199,1152
536,19631
1379,1138
1108,1807
405,1343
1509,1136
1048,1080
1324,1072
503,2192
194,1133
1085,1228
515,1219
797,1265
1247,1299
1048,1145
230,1262
506,1229
233,1165
776,1300
795,1249
509,1269
801,1199
516,1135
479,1239
1188,1254
803,1162
799,1229
772,1328
517,1361
1060,1223
800,1270
787,1232
1039,1250
530,1666
645,1245
242,1243
1668,1277
1096,1511
538,1193
801,1228
528,1226
486,1246
810,1257
1022,2154
454,1695
566,1346
894,1315
540,1561
1392,1361
968,1294
1056,1655
1285,1500
851,1606
559,1332
831,1309
217,1479
537,1281
820,1291
547,1259
775,1274
550,1248
1413,1349
539,1301
826,1377
780,1365
1244,1685
854,1453
1250,2642
6577,7153
990,1516
1173,1533
586,1562
1296,1554
230,1688
1082,3135
806,1860
564,1540
1269,1532
1366,2042
1018,1914
572,1489
871,1569
1371,1737
401,1565
273,1533
1147,1503
567,2011
1375,1516
283,1487
863,1519
281,1565
821,1793
556,1468
868,1491
572,1498
561,1474
1366,1573
851,1577
574,1452
1174,1460
647,1687
1152,1532
563,1476
1140,1527
288,2535
1115,1680
296,1459
871,1816
1175,1501
293,1537
536,1479
577,1554
299,1498
539,1477
523,1457
1104,1656
299,1390
1173,1512
569,1475
545,1491
587,1407
573,1460
713,1512
255,1449
308,1528
593,1521
579,1534
605,1491
537,1524
888,1484
312,1992
885,1721
948,2746
686,1669
573,1785
4526,2152
392,1692
842,1855
931,1703
608,1551
579,1541
1426,1542
854,1533
735,1818
1165,1381
607,1897
278,1666
898,1499
893,1582
613,2090
1205,1531
1134,1531
332,1544
623,1674
1040,1479
861,1904
1558,1607
621,1567
1241,1409
930,1569
562,1575
330,1464
1210,1559
1218,1601
1182,1567
929,1673
1247,1546
331,1508
897,1824
566,1831
1471,1790
1543,1622
1524,1617
1614,1640
568,1565
1539,1657
2040,1610
912,1525
286,1569
641,1537
1804,1573
345,1545
610,1589
305,1626
627,1869
943,1569
360,1610
589,1654
949,1871
1176,2023
1817,1496
657,1918
728,1477
1872,2110
1567,2395
459,5479
354,7115
2327,1823
695,1814
805,1980
1245,1859
621,2000
428,1775
703,1934
1019,1845
1000,2264
656,2226
1015,1644
1013,3614
1462,1772
635,1730
996,2274
407,1656
715,1698
1017,1713
1281,1639
1010,1736
1329,1614
1885,1707
366,2261
751,1658
695,1695
757,1733
1642,1684
664,1757
1021,1699
694,1686
729,1791
1111,1646
1038,2559
1335,1614
1352,1715
426,1684
670,1718
1261,1822
489,1693
1054,1743
1481,1923
690,1596
437,1594
1030,1791
1371,1935
711,1685
455,1696
690,1693
765,1709
1047,1755
1596,1660
751,1585
1297,1738
745,1708
828,2228
1440,1810
485,2158
2009,2670
1854,2168
1720,2054
611,2018
775,1769
768,1992
722,1702
1290,2154
911,1852
623,1795
1047,1651
1394,1814
777,1722
754,1681
765,1617
1067,1750
984,1615
756,1689
470,2201
1365,1746
1010,1991
476,1659
765,2135
930,1740
1057,1660
726,1631
787,1965
730,1648
1081,1771
430,1630
1044,1711
1035,1619
773,1671
492,1753
746,2343
514,1674
1080,1625
1048,1843
1754,1920
758,1725
1334,1748
516,2476
1070,1647
750,1610
790,2013
1092,1953
1679,1970
1123,1867
1525,1727
1217,1686
768,1674
526,1753
1004,1674
1097,1614
847,2251
560,1874
811,3996
5408,8055
1647,2240
797,1817
953,2042
1407,1970
936,1907
1181,2034
1289,2112
1460,2359
1167,1891
2035,2300
1627,2455
882,2469
492,1886
1197,2062
1102,2288
1167,2575
545,1721
784,1626
2571,1616
1128,1728
1170,1687
1965,1792
513,1746
852,1894
1583,1914
1615,1737
1147,1705
577,2311
992,1760
1452,1699
1158,1877
1482,1949
1446,1681
1991,2428
824,1774
816,1737
1458,1662
1429,1732
874,1763
1168,1743
1115,2359
1166,1692
861,1753
1149,1661
1370,1796
584,1880
869,1706
1154,3402
2344,2192
873,3301
727,3504
1372,2176
1071,2814
1146,1900
1098,2744
1153,1969
2616,1777
608,1972
2451,1774
921,1819
1197,1789
1164,1795
1453,1798
1710,1985
1243,1945
1489,1733
1188,1771
1426,1744
610,1708
885,1680
1214,2261
1462,1879
1135,1740
615,1687
1344,1840
1171,1695
1403,1838
624,2199
903,1806
