92,101
122,85
126,95
125,94
99,102
132,109
137,104
139,106
138,112
109,112
143,120
186,118
150,295
128,241
160,140
155,127
516,263
168,141
131,137
167,141
169,156
173,144
174,152
140,155
177,269
310,153
186,164
149,154
181,279
311,163
204,177
194,286
299,175
200,169
201,187
209,184
1938,378
429,292
327,218
251,198
244,311
207,188
246,196
233,210
514,215
220,215
257,203
265,220
257,213
277,232
238,198
281,221
304,226
288,237
299,274
257,243
306,232
436,267
486,277
292,250
336,298
321,270
338,283
323,299
305,273
352,287
363,297
365,304
457,454
1434,708
761,863
751,470
544,356
380,357
412,365
453,345
450,352
829,402
546,384
1015,463
613,462
517,413
480,405
528,384
550,392
537,423
558,403
545,1084
733,509
639,509
631,475
568,462
627,426
686,469
659,470
2061,908
1190,2052
825,689
1061,2316
840,611
713,578
998,573
1494,1059
1598,1119
1067,867
1321,831
1304,609
944,919
1299,852
780,539
849,664
860,690
882,570
862,658
850,672
892,673
932,616
928,627
951,1063
1125,845
1100,727
1260,611
994,693
1098,1094
1489,989
1502,670
1036,800
1144,773
1011,634
1063,763
1064,784
1063,753
1037,707
1095,659
1115,768
1125,770
1142,763
1085,809
1156,706
1203,777
1198,793
1569,781
1231,836
1480,792
1221,760
1288,811
1251,756
1281,838
1316,928
1326,916
1340,905
1265,866
1363,870
1355,908
1416,1410
1362,915
1472,825
1407,905
1415,919
1819,993
1422,955
1482,865
1517,845
2148,960
1479,882
1508,1037
1537,1963
1774,1078
1545,1089
1511,919
2147,1016
1562,1089
1576,1083
1561,1343
1625,970
1603,979
2885,3021
2463,1121
1891,1168
2825,1040
1715,1098
1744,1260
2021,1115
1702,1367
1787,1532
2673,1211
1785,1566
1754,1258
2382,1261
2247,1181
1874,1244
2182,1234
1842,1709
1899,1340
2037,1209
1917,1191
1869,1319
2319,1943
2001,1694
1998,1433
2160,1207
1970,1133
2045,1699
2267,1371
2038,1251
2073,2305
2225,1397
2108,1341
2439,1385
2164,1248
2103,1218
2773,1237
2205,1268
2231,1448
2207,1497
2244,1469
2547,1318
2312,1282
2297,1327
3981,1791
2411,1275
2947,1445
2373,1424
2386,1717
2658,1643
2434,1498
3001,1409
2665,1538
2723,1598
2503,1598
2524,1908
2543,1478
2555,1717
2943,1518
2617,1606
2604,1469
2611,1844
2565,2118
2750,1451
2656,1749
2879,1555
2718,1594
3195,1685
3059,1513
3694,3533
3969,3140
3023,1912
2756,1634
2791,1947
2814,1925
2850,1664
2821,2093
2869,1697
2891,2062
2927,1738
2892,1782
2894,2015
2925,1837
4299,2046
2977,2101
2900,1717
2990,2187
3008,2364
3349,2176
3055,1924
3204,2373
3589,1799
3666,1869
3115,1947
3042,1844
3370,1867
3157,1671
3163,1895
4327,2081
3160,2594
3167,2118
3227,1948
3234,2037
3433,2217
3199,2273
3613,2174
3869,2145
5302,2537
3619,2512
3612,2137
3672,2120
3377,3942
3468,2087
3429,2172
3413,2313
3618,2070
3453,2770
3432,1969
4219,2262
3502,2256
4245,2182
3555,2772
3818,2852
3923,2523
3893,3175
4412,2604
3985,2515
4008,2480
3717,2528
5518,3213
4856,2715
3712,2619
3798,2508
3844,2292
3836,2499
3814,2503
4202,3479
4887,2743
4040,2880
4061,3541
4699,2897
4021,2663
3997,2611
4582,3149
4364,4342
4524,3340
3967,2668
6458,2988
5297,2991
4406,2782
4326,2994
4332,2899
4729,3078
4399,3106
4071,3145
4115,2429
4477,2676
4139,2598
4140,2886
4185,2599
4238,2870
4201,2729
4228,2613
4221,2415
4263,3106
4261,2612
4751,3092
6972,3003
4838,2688
4447,3060
4438,3044
6034,3095
4581,2968
4299,3115
5475,2996
4823,2806
4858,2855
4885,2887
4711,3455
4902,2871
4584,3593
4705,2604
6380,2980
4786,3227
4401,3222
4439,2618
4972,2614
4574,2780
4431,3499
4551,2559
4955,2917
4800,2803
5861,2907
4539,2564
5145,2618
6083,5017
4930,2784
4781,2779
4580,2607
4582,2758
4826,2921
5168,2753
5064,3112
5185,3166
5177,3043
5800,2653
5172,2699
5017,3081
4818,3791
4899,3315
4959,2853
5180,2913
5285,3564
5350,3449
4909,3374
4956,3835
5741,3122
5000,2695
5526,3245
5484,3192
5273,3333
5163,3762
4856,3661
4901,3302
5069,3155
