76,97
116,82
118,86
120,91
92,93
129,98
131,99
136,105
135,109
106,109
139,110
143,113
139,117
109,115
147,122
147,119
282,134
158,128
121,124
152,127
151,127
152,129
151,129
124,129
159,128
160,136
157,134
124,137
373,472
333,146
280,261
163,147
135,140
168,141
166,144
165,141
128,137
169,148
167,144
168,152
166,142
134,141
173,149
175,154
166,155
144,146
181,155
175,154
174,163
179,160
143,154
184,157
181,160
188,164
183,165
187,168
206,169
187,170
296,190
167,178
201,168
192,174
198,172
196,166
159,168
195,172
197,176
200,174
161,178
204,171
200,180
204,175
197,178
170,176
211,182
199,182
196,178
169,177
210,187
203,180
204,262
430,478
178,200
219,194
210,191
216,343
215,321
188,489
224,304
349,193
209,181
178,191
220,209
221,200
341,343
218,200
184,195
225,191
229,195
216,195
182,229
349,213
242,218
234,212
226,197
186,204
224,215
226,204
225,218
188,197
239,205
231,210
233,200
227,214
197,207
239,216
239,204
233,214
233,210
193,197
236,205
243,207
228,502
469,385
374,350
254,341
365,349
247,244
325,383
246,217
242,219
241,206
204,213
256,232
248,222
249,220
245,221
208,220
241,226
252,226
481,241
221,887
1615,572
521,260
293,251
266,233
220,242
270,233
261,224
258,241
262,215
223,226
257,238
261,235
294,667
239,237
278,237
265,234
263,244
265,246
219,232
264,234
271,235
262,232
214,233
271,244
271,249
259,240
263,236
224,228
274,239
265,240
274,248
239,244
281,254
269,255
261,240
254,236
218,222
271,226
268,245
267,252
266,249
228,249
269,259
652,258
281,256
222,245
273,244
278,256
289,243
398,546
400,248
290,253
277,248
288,242
237,236
287,250
286,232
266,260
264,259
237,245
267,247
269,252
273,255
233,250
295,258
286,256
282,269
283,242
239,242
285,247
283,259
267,242
288,263
226,250
278,249
280,259
270,262
245,248
294,255
280,265
291,260
307,245
234,255
284,261
286,264
399,285
257,252
294,250
281,262
292,263
284,253
244,251
300,256
285,261
293,257
243,264
298,261
302,252
292,278
286,266
252,252
280,276
293,279
296,274
290,270
237,259
305,260
299,279
293,260
257,257
300,268
281,270
299,276
294,283
243,258
292,243
302,264
294,273
254,268
311,269
422,458
590,267
295,273
721,549
590,271
305,268
299,280
254,258
421,282
311,278
308,277
306,396
390,263
311,286
606,264
292,279
294,269
260,264
318,259
296,292
306,267
253,257
324,266
302,284
290,275
294,293
257,274
298,270
306,290
306,284
258,280
316,272
313,273
321,273
305,271
256,277
304,285
311,270
305,256
261,265
309,275
312,287
306,268
300,269
260,263
315,262
315,282
317,450
310,283
258,274
416,291
305,282
321,276
266,259
303,278
310,276
309,279
310,271
257,270
310,283
309,279
319,267
269,280
325,287
321,275
308,273
305,288
271,264
328,287
331,279
308,275
270,274
308,291
311,278
303,283
312,273
263,284
314,290
315,279
333,282
323,278
282,265
323,299
320,272
324,286
278,282
328,278
323,289
313,273
323,290
255,272
330,281
403,316
322,286
277,300
317,278
476,294
436,294
314,302
261,272
305,286
324,268
324,295
272,282
338,273
325,288
324,290
327,278
279,279
331,289
315,304
322,300
646,309
281,274
325,277
322,288
333,282
280,290
337,306
326,285
320,295
316,295
283,278
329,291
316,286
316,317
283,280
332,288
337,281
331,301
314,297
285,288
336,302
329,289
428,302
279,290
327,291
331,303
