674,61
166,27
137,28
130,30
117,29
244,30
140,29
114,31
124,30
80,30
92,30
92,31
124,31
57,30
88,32
118,31
557,39
123,40
189,37
282,36
92,35
94,35
120,36
58,34
118,35
94,36
124,34
63,34
86,34
117,35
96,36
124,33
61,37
92,36
90,38
124,37
67,36
121,36
92,36
117,37
95,37
66,38
340,39
484,193
326,215
76,63
107,56
133,49
102,51
99,53
100,44
108,48
123,47
94,47
100,47
64,38
122,40
120,41
233,47
68,45
127,44
99,45
103,45
126,43
64,42
127,43
97,43
95,42
90,43
96,44
127,43
94,43
104,43
63,41
122,40
133,44
91,42
107,42
95,43
94,44
123,44
90,43
95,42
95,43
93,44
126,44
99,43
106,43
95,44
127,43
98,44
64,43
128,43
104,42
121,45
95,43
69,47
109,47
125,47
95,47
98,46
182,48
126,48
100,47
128,49
74,48
121,47
100,46
91,45
98,45
96,46
90,46
131,46
96,46
99,46
93,46
107,46
121,45
93,47
70,46
128,47
99,45
125,46
72,48
93,47
96,46
126,47
99,47
94,45
100,45
119,47
99,47
90,46
93,48
100,48
132,47
103,47
95,46
102,47
105,48
131,47
65,48
129,47
174,49
94,51
127,50
69,50
99,51
127,49
95,48
100,48
68,47
94,48
99,47
97,49
67,50
108,50
98,50
95,49
96,50
65,49
87,49
89,47
88,48
61,48
92,48
89,49
88,48
92,48
60,49
91,48
86,48
91,48
68,48
92,50
90,49
89,48
91,49
59,48
88,49
94,50
92,49
92,50
58,48
87,48
167,53
88,52
58,53
475,61
134,183
280,222
117,81
85,79
114,77
107,80
107,172
66,53
100,53
98,53
96,57
94,55
64,54
99,73
110,65
218,54
70,57
98,57
99,54
94,54
101,53
87,190
118,69
231,60
98,63
99,60
68,61
101,58
228,184
99,65
78,58
104,57
98,57
102,56
102,56
72,57
98,60
104,56
241,65
72,61
102,61
112,61
106,61
102,57
78,58
107,59
106,58
105,60
70,57
102,60
96,58
100,54
102,60
73,60
102,58
102,58
100,56
98,57
70,56
107,58
102,58
101,61
70,56
108,58
105,57
107,54
104,56
78,57
104,55
100,55
99,57
70,59
105,61
99,56
100,57
108,72
78,63
111,58
101,59
226,63
81,60
316,64
113,62
238,64
230,60
77,65
102,60
103,60
113,65
110,63
198,64
107,178
110,64
118,60
76,64
110,64
106,59
105,66
102,62
79,61
112,58
102,60
120,65
76,62
110,57
107,59
98,61
106,62
79,62
104,63
99,58
106,63
73,59
112,59
109,61
107,68
104,58
84,59
157,64
109,63
114,57
108,62
83,63
193,64
111,63
113,65
213,64
113,420
115,69
108,69
227,63
75,59
104,62
230,216
111,61
82,65
110,60
106,65
106,65
106,62
73,63
105,65
111,63
109,63
82,59
116,58
102,60
107,67
117,64
79,62
109,63
104,60
104,61
98,64
71,61
103,61
97,62
105,63
72,61
103,61
106,66
102,65
114,66
69,62
111,62
183,64
113,68
73,63
113,62
99,62
105,64
102,66
71,63
102,71
110,63
108,61
84,184
121,65
123,63
114,68
115,68
82,186
110,62
112,71
111,65
112,67
88,61
107,65
109,63
110,63
76,65
108,62
105,64
106,66
111,60
74,65
109,65
111,65
112,67
82,69
118,60
106,71
112,64
110,66
74,66
118,61
112,66
192,64
81,68
115,62
117,72
