-3950.27082827165,3350.9979372311,3720.89467843138,37977000
-1837.38895049338,6068.45816810053,-690.435591940914,34540000
1237.05510836382,5458.14511458191,3058.95906593022,29617000
1780.28000317423,5763.01040960166,2072.96843418344,23355000
-3177.29813047854,5291.40496949595,1607.69836687458,23088000
-2848.79578011366,4654.88270552755,3300.80499287479,22120000
4014.72830804433,-4250.49093719292,-2548.3656341719,22046000
-3042.03519998966,4038.38333678888,3887.97709190394,21794000
-954.715645226591,-5938.38650487282,2122.01973494686,20996000
-2316.16247539807,5388.68017883948,2505.27469905805,20902000
-2174.77417993352,4382.70581011404,4091.59272756797,19433000
4719.97235180162,2862.95490924041,3194.40670326815,19372000
1339.01741008987,-4646.71294003934,4158.60255715152,18713220
170.871807512498,5888.27257181769,2444.98117485123,17560000
2842.87570719952,2190.71633677675,5272.35276183169,17125000
-1130.76455710452,6091.1508691869,1515.96062125633,17066000
2752.32939916923,-4470.68243740918,-3621.67991715308,16157000
-2401.16135139668,5379.44622420634,2444.35400165995,15929000
-40.1915361935159,5838.66385431758,2566.56833859997,15443000
6326.47363762947,375.861790399711,716.479746327074,15279000
4210.99185147369,2330.37807225312,4185.18454398178,15154000
-3735.20462731507,3675.69192277902,3635.43935183922,14977000
2260.23129649744,5327.35620128695,2681.32698321988,14835000
1334.85318191971,6070.25011321749,1431.47285887714,13707000
3230.18489807325,4048.80252619063,3721.82584602932,13633000
6134.20490850428,1679.06070721015,-480.800667621224,13528000
-1793.23500062236,6002.54256083118,1196.94404127894,13312000
-2512.08545644642,-4644.68721746989,3577.03666620601,12750807
4282.91488765804,-4021.41840722695,-2482.68364055781,12272000
-2049.53781215758,4940.89832807628,3473.58639854393,12010000
-2136.67697939637,4482.75695487943,4002.29753631557,11860000
1049.40536753568,6123.18602506178,1443.68461828592,11324000
-1333.16313398774,5321.97029962893,3252.41328678314,11309000
1466.7979093269,5233.58437107592,3337.21178890764,11021000
4192.84290780755,172.228209681025,4803.05005119018,11020000
3969.76124487789,-8.83390362240081,4991.97371996411,10979000
-2478.47161237609,4594.85295724819,3663.79431299212,10820000
-2261.39345808004,4399.13813019466,4026.48324710538,10800000
-2083.7064153965,4570.45833696593,3930.38956904963,10784600
-2214.31923630772,4827.18525589125,3531.84892443373,9901000
1399.59200638851,-6078.41443298354,-1331.50448611742,9848000
1217.06956451974,5964.34255479289,1903.74461633024,9746000
-2122.20155974869,4659.03029200066,3803.75883541799,9549700
1744.8004926563,-6113.2218879007,512.906804515321,9464000
-2486.4450062148,4467.25997735122,3813.14352284641,9373000
-3811.39326612643,3562.48603740076,3668.90427842575,9113000
-2258.39578083411,5004.56332634639,3245.43963273075,8962000
-2237.32058466653,4704.72733454113,3679.51373268926,8750000
-2420.14307089749,5205.75596059047,2778.83004071204,8677600
-2408.34653959456,4688.97349944815,3590.58191198807,8669000
191.84494551539,-4748.003185805,4254.23850582755,8604203
6134.889005832,1442.8117503008,-979.956702775968,8417000
-2193.67999050939,5175.29266534019,3013.80124217154,8394500
-2331.11960404223,4821.18613781135,3464.23579108376,8360000
-1290.91437930647,6236.16585809817,350.227719620395,8285000
-2325.14590432606,4649.95726976815,3694.65531720161,8023000
-2363.619219901,5371.91133038779,2496.94950725199,7981000
-2321.25921707642,4559.01224965222,3808.68047421397,7967400
-2303.43244533328,5398.85953941979,2495.07487731368,7905700
-1625.11147331415,5727.29962914604,2288.21669806124,7785000
1681.65279649854,5809.20890304976,2025.83804702054,7764000
-1580.52825069544,5317.77359784933,3146.75998620331,7739000
-2649.09557902058,3755.33237272766,4422.51686074314,7674439
-2178.36863852966,4886.88745973474,3471.58825763623,7640000
-2893.70251090151,4713.00428236906,3176.94199077874,7639000
-2260.18752545522,4465.65358489686,3953.27388495591,7544300
-2601.55813294707,4738.73843136526,3384.54389246156,7496000
-2482.8290508847,4814.3508856514,3366.96739721527,7457027
1757.22709138617,5600.46688452702,2495.15683367093,7410000
-2417.45500422196,5382.84989314927,2420.6863345723,7347000
-2073.08315503577,5573.42960392629,2306.09901833918,7332000
-2075.73803836185,5276.99411115988,2919.50830567094,7302400
-2184.57870659925,5251.80739217758,2885.31090008374,7300600
5179.39113876525,3303.00483532184,1715.50298441028,7282000
-2777.15688074291,4642.62603959419,3378.21063822614,7282835
-2673.29598872193,4605.3952505995,3510.37136816588,7260240
-1847.36460920149,5581.01292918115,2473.54455892403,7153300
-1707.35022993664,4986.76194666931,3591.10630301947,7135000
-2618.96874086946,3967.98549986216,4251.46772388457,7105000
-2319.34299844321,4330.23731917214,4067.99420049013,7100000
1761.78209369224,-5021.5021539327,-3515.61146493674,7007000
-2103.10468420067,4799.99452278619,3635.36618080157,7005000
-2277.04547047138,4742.63648830119,3605.73807496328,7000000
-2629.75841166812,4330.91212457824,3873.81657612257,6968202
3974.80773353175,4219.43872386565,2660.09855776044,6881000
4902.00271233264,4009.8573298576,-755.180509858863,6698000
-2202.7255942514,4931.82732783886,3391.74927799972,6634000
-2629.70811855748,4953.41331982769,3037.63323891258,6579714
-2001.26454144541,4849.54481456262,3627.08413559737,6549941
-1494.19431745356,5466.99017240714,2925.45480164936,6537498
-2767.72235744594,5079.35674218704,2686.76981479489,6480000
-2768.70848361222,4763.33032372642,3213.07042559637,6446000
976.507864567276,-5659.38422433291,2774.29028614708,6445545
-2312.80221415531,4988.20390329724,3232.28274402604,6333000
-2116.31274318899,5536.91315472699,2354.29333134746,6313200
-1270.95777128022,5636.88609679167,2699.82693434583,6250000
-1517.28319245145,5264.19859079054,3265.72333650958,6183000
-1644.70000968438,5401.95395816394,2965.25535359454,6127009
-2596.41349347271,5238.49646469833,2548.66156251785,6089400
-2420.52551454701,4853.16845528259,3356.58996275639,6090000
-2329.06386547768,5138.44481838911,2975.01770732482,6048700
