1,0.173913,0,0,0,0,0.0434783,0.0434783,0.0434783,0,0,0,0,0,0,0,0,0,0,0,0.0434783,0.0434783,0,0.0434783,0.0869565,0.0434783,0,0.0434783,0.0434783,0,0,0,0,0,0,0,0.0434783,0.0434783,0.0434783,0.173913,0,0.0434783,0,0,0,0,0,0.0434783,0,0,0,0,0,0.0434783,0.0869565,0,0.130435,0.0434783,0,0,0,0,0.0434783,0,0,0,0,0,0,0.0434783,0,0,0,0,0,0,0.0434783,0.130435,0,0,0,0,0.0434783,0.0869565,0,0,0.0434783,0,0,0.0434783,0,0.0434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434783,0.0869565,0,0,0,0,0,0.0434783,0.0434783,0,0,0,0,0,0,0,0,0.0869565,0,0,0,0,0.0434783,0,0.0434783,0.0869565,0.0434783,0.0869565,0.0434783,0,0,0,0.0434783,0.0869565,0.0434783,0,0,0.0434783,0,0.0434783,0,0,0.0434783,0,0,0.0434783,0.0869565,0,0.0434783,0,0,0,0,0,0.0434783,0.0434783,0.0434783,0,0,0.0434783,0.130435,0,0.0434783,0,0,0,0,0.0434783,0,0,0,0,0,0.0434783,0,0,0,0.0434783,0,0,0,0.0434783,0,0,0.0869565,0.0869565,0,0,0,0,0,0,0.0434783,0,
2,0.173913,0.173913,0.0434783,0,0.0434783,0,0,0,0.0869565,0,0,0.0434783,0.0434783,0,0,0.0434783,0.0434783,0.0434783,0,0,0.0434783,0,0,0.0869565,0,0,0,0,0,0.0434783,0,0.0434783,0.0869565,0,0,0.0434783,0,0,0,0,0,0,0,0,0,0.0434783,0.0434783,0,0.0434783,0.0434783,0,0.0434783,0,0,0,0,0.0434783,0,0.0434783,0.0434783,0,0.0434783,0.0434783,0,0.0434783,0.0434783,0.0434783,0.0434783,0,0,0,0,0,0,0,0,0,0.0869565,0,0.0434783,0,0,0.0869565,0.130435,0,0.0434783,0,0.0434783,0,0.0869565,0.0434783,0,0.0434783,0.0434783,0,0.0434783,0.0434783,0.0869565,0,0,0.0434783,0,0.0434783,0,0,0,0,0,0.0434783,0,0.130435,0.0869565,0.0434783,0.0434783,0,0.0434783,0.0434783,0.0434783,0.0434783,0,0,0.0434783,0,0,0,0,0.0434783,0,0,0,0.0434783,0,0,0.0434783,0.0434783,0,0,0,0,0.0434783,0,0,0.0869565,0,0,0,0,0,0,0,0,0,0.0869565,0.0434783,0.0869565,0,0,0,0,0.0434783,0.0434783,0,0,0,0,0,0,0.0434783,0,0.0434783,0.130435,0.0434783,0,0,0,0,0.0434783,0,0,0,0,0,0,0,0,0,0,0.0434783,0,0.0869565,0.130435,0.0434783,0.0434783,0.0434783,0.0869565,0,0,0,0,0,0,
3,0.173913,0.173913,0,0,0.0869565,0,0.0434783,0,0,0,0,0.0434783,0,0.0434783,0,0,0,0.0869565,0,0,0,0,0,0.0434783,0.0434783,0,0,0.0434783,0,0.0434783,0,0.0434783,0.0869565,0,0.0434783,0.0434783,0,0.0869565,0.0434783,0,0,0,0,0.0869565,0,0,0,0.0434783,0,0.0434783,0,0.0434783,0.0434783,0,0.0434783,0,0,0,0.0434783,0,0.0434783,0.0434783,0,0.0434783,0.0434783,0,0.0434783,0.0434783,0,0,0.0869565,0,0,0,0,0,0.0869565,0.0434783,0.0434783,0.0434783,0.0434783,0,0,0,0.0434783,0.0869565,0,0,0,0,0,0,0.0434783,0.0434783,0,0,0.0434783,0,0,0.0434783,0.130435,0.0434783,0,0.0434783,0,0,0.0434783,0,0,0,0.0434783,0,0.0434783,0,0,0,0,0,0.0434783,0,0,0.0434783,0,0.0869565,0.0434783,0.0434783,0.0869565,0.0434783,0,0.0434783,0.0434783,0.0869565,0,0.0434783,0,0,0,0,0.0869565,0,0.0869565,0,0.0869565,0,0,0,0,0.0434783,0.0434783,0.0434783,0.0434783,0,0.0434783,0,0,0.0434783,0.0869565,0.0434783,0.0434783,0.130435,0.0434783,0.0434783,0,0,0.0434783,0.0869565,0,0.0434783,0.0434783,0,0,0.130435,0,0.0434783,0.0434783,0.0434783,0.0434783,0.0869565,0,0,0,0,0.0434783,0,0,0.0434783,0.0434783,0,0,0,0.130435,0.0434783,0,0.0434783,0.0869565,0.0434783,0.0434783,0,0,0,0,
4,0.173913,0.173913,0,0.0434783,0,0.0434783,0,0.0434783,0,0,0.0434783,0.0434783,0,0,0,0.0434783,0,0,0,0.0434783,0,0.0434783,0,0.0434783,0.0434783,0.0434783,0,0.0869565,0,0.0434783,0.0434783,0,0,0,0,0.130435,0,0,0,0,0.0869565,0,0.0434783,0,0,0,0,0,0.0434783,0,0.0434783,0,0.0434783,0,0.130435,0.0869565,0,0,0.0434783,0,0.0434783,0,0.0434783,0.0434783,0.0434783,0,0.0434783,0.130435,0,0.0434783,0,0,0,0,0,0.0434783,0.0869565,0,0,0,0.0869565,0.0434783,0.0869565,0.0434783,0.0434783,0.0869565,0,0.0869565,0,0.0434783,0.0434783,0.0869565,0,0.0434783,0,0,0.0434783,0,0,0.0434783,0,0,0,0,0,0,0,0,0.0434783,0,0,0.0869565,0,0.0869565,0.0434783,0.0434783,0.0434783,0,0,0.130435,0,0.0434783,0,0.0434783,0,0.0434783,0.0434783,0.0434783,0.0434783,0.0869565,0,0,0,0,0.0434783,0.0434783,0.0434783,0.0434783,0.0434783,0,0.0869565,0.0434783,0,0.0434783,0,0,0,0,0,0.0434783,0.0434783,0.0434783,0.0434783,0,0.0869565,0.0434783,0.0869565,0,0.0434783,0.0434783,0,0,0.0869565,0,0,0.0434783,0.0869565,0,0,0,0,0.0434783,0.0434783,0,0,0.0434783,0.0434783,0,0.0434783,0,0.0434783,0,0,0,0,0.0434783,0,0.0434783,0.0434783,0,0.0434783,0.0869565,0,0.0869565,0,0.0434783,0,0.0434783,0.0434783,0,0,
5,0.173913,0.173913,0.0434783,0,0.0869565,0.0434783,0.0434783,0,0.0869565,0.0434783,0.0434783,0,0.0434783,0.0434783,0,0.0434783,0.0434783,0,0,0,0.0434783,0.0434783,0.0434783,0.0434783,0,0,0.0434783,0.0434783,0.0869565,0.0434783,0,0.0434783,0,0,0.0434783,0,0,0.0434783,0,0.0434783,0,0,0,0.0434783,0.0434783,0,0.0869565,0.0869565,0.0434783,0.0434783,0,0.0434783,0.0434783,0.0434783,0.0434783,0.0434783,0,0.0434783,0.0869565,0.0434783,0,0,0.0434783,0.0434783,0.0869565,0,0.0434783,0.0434783,0,0,0,0,0,0,0.0434783,0.0434783,0.0869565,0,0,0,0.0434783,0,0.0434783,0.0434783,0.0434783,0,0.0434783,0.0869565,0.173913,0.0869565,0.0869565,0,0,0,0.0434783,0.0434783,0,0,0.0869565,0,0.0434783,0.0434783,0.0434783,0,0.0434783,0,0.0434783,0,0,0,0,0.0434783,0.0434783,0.0434783,0,0,0,0,0,0,0.0869565,0.0434783,0.0434783,0,0.0434783,0.0869565,0,0.0869565,0,0,0.0869565,0,0,0.0434783,0.0434783,0,0,0,0,0,0,0.0434783,0,0.0434783,0.0434783,0,0,0,0,0.0434783,0,0,0,0,0,0,0.0869565,0.0434783,0.0434783,0,0.0869565,0,0,0,0,0.0434783,0,0,0,0.0434783,0.0434783,0,0.0434783,0.0434783,0.0869565,0.0434783,0,0,0.0434783,0,0,0,0.0434783,0,0.0434783,0,0.0869565,0,0.0434783,0.0869565,0,0,0.0434783,0.0434783,0,0.0434783,0,0,0.0434783,0.0434783,0,
6,0.173913,0.173913,0,0,0,0,0,0,0,0.0434783,0,0,0,0.0434783,0.0434783,0,0.0434783,0.0434783,0.0434783,0,0.0869565,0.0434783,0.0434783,0,0.0434783,0.0434783,0.0434783,0.0434783,0,0.0434783,0.0869565,0.0434783,0.0434783,0.0434783,0.0434783,0,0.0434783,0.0434783,0.0434783,0.0434783,0.0434783,0,0.0434783,0.0869565,0.0434783,0.0434783,0,0.0434783,0,0,0.0434783,0.0869565,0,0.0434783,0.0434783,0,0,0.0434783,0,0,0,0.0869565,0.0434783,0,0.0434783,0.0869565,0.0869565,0.0434783,0,0.0434783,0.0434783,0.0434783,0,0,0,0.0434783,0.0434783,0.0434783,0,0.0434783,0.0434783,0,0,0.0869565,0,0,0,0,0.0869565,0.0434783,0,0.0434783,0,0.0434783,0.0434783,0.0869565,0.0434783,0.0434783,0,0,0.0869565,0,0.0434783,0,0.0434783,0,0.0434783,0.0869565,0,0.0434783,0.0434783,0.0434783,0,0,0.0434783,0.0869565,0,0,0,0.0434783,0,0.0434783,0,0,0.0434783,0.0434783,0,0.0434783,0,0,0,0,0,0,0,0.130435,0.0869565,0.0434783,0,0,0,0,0,0.0434783,0,0,0,0.0434783,0.0434783,0.0434783,0.0434783,0.130435,0,0.0434783,0,0.0869565,0,0,0.0434783,0,0.173913,0,0,0,0,0.0434783,0,0.0434783,0,0,0,0,0.0434783,0,0.0869565,0,0,0.0434783,0,0.0434783,0,0.0869565,0.0434783,0.0434783,0,0,0.0434783,0,0.0434783,0.0434783,0.0434783,0,0,0.0869565,0.0434783,0,0,0.0434783,0.0434783,0,0.0434783,
7,0.173913,0.173913,0,0.0869565,0.0434783,0,0,0,0,0.0434783,0.130435,0,0,0.0869565,0,0.0434783,0,0,0.0434783,0.0434783,0.0434783,0,0,0,0.0434783,0.0434783,0.0434783,0.0434783,0,0.0434783,0,0,0,0.0434783,0,0,0,0.130435,0.0434783,0.0434783,0.0869565,0.0434783,0,0,0.0869565,0,0,0,0.0434783,0.0869565,0.0434783,0.0869565,0.0434783,0.0434783,0.0434783,0,0,0.0434783,0,0,0.0869565,0.0434783,0.0434783,0,0,0,0.0434783,0.0434783,0.0869565,0.0434783,0.0434783,0.0434783,0.0434783,0.0434783,0,0,0,0,0,0.0434783,0.0434783,0,0,0.0434783,0.0434783,0.0434783,0.0434783,0.0434783,0,0.0434783,0.0434783,0,0.0434783,0.0434783,0,0,0,0,0.0434783,0.0434783,0.0434783,0.0434783,0.0434783,0,0.0434783,0,0,0.0434783,0.0434783,0,0,0,0,0.0434783,0.0869565,0.0434783,0,0,0.0869565,0,0,0,0.0869565,0.0434783,0,0.0869565,0.0869565,0.0434783,0,0.0434783,0,0,0.0434783,0,0,0,0.0434783,0,0,0.0869565,0.0434783,0,0,0,0,0.130435,0.130435,0.0434783,0.0869565,0,0.0869565,0,0,0.173913,0.0434783,0.0434783,0,0.0434783,0,0.0434783,0,0.0434783,0.0434783,0,0.0434783,0,0,0.0434783,0.0434783,0,0,0,0,0,0,0.0434783,0,0.0434783,0.0434783,0,0.0434783,0,0,0.0434783,0.0434783,0,0,0,0.0434783,0.0434783,0,0,0,0,0,0,0.0434783,0,0.0869565,0.0434783,0.0434783,
8,0.173913,0.173913,0.0869565,0,0.0434783,0,0.0434783,0.0434783,0,0,0.0434783,0,0.130435,0.0434783,0.0434783,0,0.0434783,0,0.0434783,0.0434783,0,0.130435,0.0434783,0.0434783,0,0,0,0,0,0,0,0.0434783,0,0,0.0869565,0,0.0434783,0,0.0869565,0,0,0.0869565,0,0,0,0.0869565,0.0434783,0.0434783,0,0.0434783,0.0434783,0.0869565,0,0,0,0.0869565,0,0.0434783,0.0434783,0,0.0434783,0,0.0434783,0,0.0434783,0,0.0869565,0.0434783,0,0,0.0434783,0.0434783,0,0.0869565,0,0,0.0434783,0.0434783,0.0434783,0,0.130435,0.130435,0.0434783,0,0,0.0434783,0.0434783,0.0434783,0.0434783,0.0434783,0,0.0434783,0.0434783,0,0,0,0.0434783,0.0434783,0.130435,0,0.0869565,0,0.0434783,0.0434783,0.0434783,0,0.0434783,0.0434783,0,0.0434783,0.0434783,0,0,0.0434783,0,0,0,0.0434783,0,0,0,0,0,0.0434783,0,0.0434783,0,0,0.0869565,0.0434783,0.0434783,0.0434783,0.0434783,0,0.0434783,0,0.0434783,0.0434783,0.0434783,0,0.0434783,0,0.0434783,0,0,0,0.0869565,0.0869565,0.0869565,0.0434783,0.0869565,0,0,0,0.0434783,0.0434783,0.0434783,0,0,0,0,0,0,0.0434783,0.0434783,0.0434783,0,0,0.0434783,0.0434783,0,0,0,0,0.0434783,0,0,0,0,0,0.0434783,0,0,0,0.0434783,0.0434783,0.0869565,0.0434783,0.0434783,0.0434783,0.0434783,0,0.0434783,0.0434783,0.0434783,0.0434783,0.0869565,0.0434783,0,0.0869565,0,
9,0.173913,0.173913,0,0,0.0434783,0.0434783,0,0.0434783,0,0.0434783,0,0,0.0434783,0,0,0.0434783,0.130435,0.0434783,0,0.0434783,0.0869565,0.0434783,0,0.0869565,0.0434783,0,0.0869565,0,0,0.0869565,0,0,0.0434783,0,0.0869565,0.0434783,0.0434783,0,0.0434783,0,0,0,0,0.0434783,0.0869565,0.0434783,0.0434783,0,0,0,0,0.0434783,0,0.0434783,0.0434783,0.0869565,0,0,0,0.0434783,0.0434783,0,0,0,0.0434783,0,0.0434783,0.0434783,0,0.0434783,0.0869565,0,0.0434783,0.0434783,0,0,0,0.0434783,0.0869565,0.0434783,0.0434783,0.0869565,0,0,0,0.0434783,0,0,0.0434783,0,0.0434783,0,0,0,0,0.0869565,0,0,0.0869565,0.0434783,0.0434783,0.0434783,0,0.0869565,0.0434783,0.130435,0,0.0869565,0,0,0.0434783,0,0.0869565,0.0434783,0.0434783,0.0434783,0.0869565,0.0869565,0,0.0434783,0,0.0434783,0.0434783,0.0869565,0,0,0.0434783,0.0869565,0.0434783,0,0,0,0,0.0434783,0,0,0.0869565,0,0.0434783,0,0,0.0434783,0,0,0,0.0434783,0,0.0434783,0,0.0434783,0,0.0434783,0.0434783,0.0434783,0.0434783,0,0.0434783,0.0434783,0,0,0,0,0,0,0.0434783,0.0869565,0.0434783,0,0.0434783,0,0,0,0,0.0869565,0,0,0.0434783,0.0434783,0,0,0,0.0869565,0.0434783,0.0434783,0.0434783,0.0434783,0.0434783,0,0,0,0.0434783,0.0434783,0.0869565,0,0.0434783,0.0434783,0.130435,0,0,0,0.0869565,
10,0.173913,0.173913,0.0434783,0,0.0434783,0.0434783,0.0434783,0,0,0.0434783,0,0.0434783,0,0.0434783,0.0434783,0.0434783,0.0434783,0.0869565,0,0,0,0,0,0,0,0,0,0.0434783,0,0,0.0434783,0,0,0,0,0.0869565,0.0869565,0.0434783,0.0869565,0.0869565,0,0,0,0,0.0434783,0,0.0434783,0,0,0.0434783,0.0434783,0,0,0.0434783,0.0434783,0,0,0,0.0869565,0,0.0869565,0.0434783,0,0.0434783,0.0434783,0.0869565,0.0869565,0.0434783,0,0,0.0434783,0.0434783,0,0,0.130435,0,0.0434783,0.0434783,0.0434783,0,0,0.0434783,0.0434783,0,0.0434783,0,0.0434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0434783,0,0,0.0869565,0.0434783,0,0.0869565,0,0.0869565,0.0434783,0,0,0,0,0,0,0,0.0434783,0,0.0434783,0,0,0.0434783,0,0,0,0.0434783,0,0.0434783,0,0.0434783,0,0,0,0.0434783,0,0.0434783,0,0,0,0,0.0434783,0,0,0,0,0.0869565,0.0869565,0,0,0.0434783,0,0.0434783,0.0869565,0.0869565,0,0.0434783,0.0434783,0,0.0869565,0,0,0.0434783,0.0869565,0,0.0434783,0.0434783,0.0434783,0,0,0.0434783,0,0,0,0.0434783,0,0,0,0.0434783,0.0869565,0.0434783,0.130435,0.0434783,0.0434783,0,0.0434783,0.0869565,0,0.0434783,0.0434783,0.0434783,0,0,0.0434783,0.0434783,0,0.0434783,0,
